章节或编码,中文名称
XE0JJ,从运输工具上跌落，无受害者的对方
XE5FP,车辆突然移动造成的损伤，不伴有碰撞
XE9K8,翻车，无受害者的对方
XE5YL,车辆失控，未提及与其他车辆或固定物体碰撞
XE9UG,运动或锻炼活动的类型，篮球
XE3T2,运动或锻炼活动的类型，足球-美国铲球
XE31W,运动或锻炼活动的类型，足球-美国触身式橄榄球或夺旗橄榄球
XE72L,运动或锻炼活动的类型，足球-澳大利亚规则
XE3BA,运动或锻炼活动的类型，足球，其他方面未特指
XE7D6,运动或锻炼活动的类型，手球-团队
XE510,运动或锻炼活动的类型，篮网球
XE9RW,运动或锻炼活动的类型，联合式橄榄球
XE5XZ,运动或锻炼活动的类型，联盟式橄榄球
XE1XR,运动或锻炼活动的类型，橄榄球，其他方面未特指
XE5EU,运动或锻炼活动的类型，英式足球-室外
XE0TN,运动或锻炼活动的类型，英式足球-室内
XE8WP,运动或锻炼活动的类型，英式足球，其他方面未特指
XE79M,运动或锻炼活动的类型，排球
XE0JP,运动或锻炼活动的类型，墙排球
XE84M,运动或锻炼活动的类型，棒球
XE5M7,运动或锻炼活动的类型，板球
XE2UD,运动或锻炼活动的类型，冰上曲棍球
XE6B7,运动或锻炼活动的类型，街头曲棍球
XE8HB,运动或锻炼活动的类型，陆上曲棍球
XE9N5,运动或锻炼活动的类型，室内曲棍球
XE02P,运动或锻炼活动的类型，曲棍球，其他方面未特指的
XE8M1,运动或锻炼活动的类型，冰球
XE63E,运动或锻炼活动的类型，垒球
XE5WM,运动或锻炼活动的类型，儿童棒球
XE8KM,运动或锻炼活动的类型，救援和复苏
XE6Y2,运动或锻炼活动的类型，花样游泳
XE323,运动或锻炼活动的类型，水下曲棍球
XE2YS,运动或锻炼活动的类型，水球
XE1LG,运动或锻炼活动的类型，皮划艇
XE7BZ,运动或锻炼活动的类型，水上摩托车
XE99V,运动或锻炼活动的类型，皮艇或急流泛舟
XE4LT,运动或锻炼活动的类型，动力赛艇
XE4XV,运动或锻炼活动的类型，赛艇或单人双桨赛艇比赛
XE0XD,运动或锻炼活动的类型，冲浪艇
XE0G3,运动或锻炼活动的类型，游艇或帆船
XE3R2,运动或锻炼活动的类型，跳台跳水
XE7S0,运动或锻炼活动的类型，跳板跳水
XE5UC,运动或锻炼活动的类型，未特指的跳水
XE5FN,运动或锻炼活动的类型，钓鱼
XE1TE,运动或锻炼活动的类型，水肺潜水
XE1ZK,运动或锻炼活动的类型，浮潜
XE48G,运动或锻炼活动的类型，冲浪
XE84Q,运动或锻炼活动的类型，冲浪救生
XE1FN,运动或锻炼活动的类型，竞技游泳
XE167,运动或锻炼活动的类型，滑水
XE7PV,运动或锻炼活动的类型，帆板运动
XE5RZ,运动或锻炼活动的类型，悬崖跳水
XE6P1,运动或锻炼活动的类型，休闲游泳
XE225,运动或锻炼活动的类型，滑大雪橇运动
XE7J1,运动或锻炼活动的类型，冰壶
XE1SZ,运动或锻炼活动的类型，滑冰或冰上舞蹈
XE9KF,运动或锻炼活动的类型，小雪橇滑雪
XE7E1,运动或锻炼活动的类型，滑雪巡逻
XE9X7,运动或锻炼活动的类型，高山滑雪
XE8CR,运动或锻炼活动的类型，越野滑雪
XE8UF,运动或锻炼活动的类型，自由式滑雪
XE471,运动或锻炼活动的类型，跳台滑雪
XE240,运动或锻炼活动的类型，摩托雪橇
XE7J0,运动或锻炼活动的类型，单板滑雪
XE6RE,运动或锻炼活动的类型，速度滑冰
XE8G0,运动或锻炼活动的类型，平底雪橇滑雪
XE286,运动或锻炼活动的类型，有氧运动或柔软体操
XE5KC,运动或锻炼活动的类型，慢跑或跑步
XE05C,运动或锻炼活动的类型，太极
XE1SW,运动或锻炼活动的类型，田径-障碍赛跑或跨栏赛跑
XE02A,运动或锻炼活动的类型，田径-短跑（1-400米）
XE2RC,"运动或锻炼活动的类型，田径-中距离跑（401-1,500米）"
XE4Y7,"运动或锻炼活动的类型，田径-长距离跑（大于1,500米）"
XE1X1,运动或锻炼活动的类型，田径-跳高
XE10W,运动或锻炼活动的类型，田径-跳远
XE8YM,运动或锻炼活动的类型，田径-撑杆跳
XE5X4,运动或锻炼活动的类型，田径-三级跳远
XE4C5,运动或锻炼活动的类型，田径-铁饼
XE037,运动或锻炼活动的类型，田径-标枪
XE1FT,运动或锻炼活动的类型，田径-链球
XE3M7,运动或锻炼活动的类型，田径-铅球
XE2TV,运动或锻炼活动的类型，田径-铁饼
XE7F9,运动或锻炼活动的类型，田径-瑜伽或普拉提
XE9V7,运动或锻炼活动的类型，器械类有氧运动
XE2T9,运动或锻炼活动的类型，啦啦队
XE65D,运动或锻炼活动的类型，体操-平衡木
XE5WY,运动或锻炼活动的类型，体操-自由体操
XE69D,运动或锻炼活动的类型，体操-单杠
XE6R6,运动或锻炼活动的类型，体操-双杠
XE4YF,运动或锻炼活动的类型，体操-有或无道具的韵律操
XE8WK,运动或锻炼活动的类型，体操-吊环
XE802,运动或锻炼活动的类型，体操-鞍马
XE8V7,运动或锻炼活动的类型，体操-蹦床或迷你蹦床
XE5KU,运动或锻炼活动的类型，体操-高低杠
XE7PU,运动或锻炼活动的类型，体操-跳马
XE6H2,运动或锻炼活动的类型，舞蹈
XE0R2,运动或锻炼活动的类型，行军
XE3SV,运动或锻炼活动的类型，羽毛球
XE5Z7,运动或锻炼活动的类型，美式壁球
XE629,运动或锻炼活动的类型，壁球
XE5JM,运动或锻炼活动的类型，乒乓球
XE97B,运动或锻炼活动的类型，网球
XE0KA,运动或锻炼活动的类型，箭术
XE760,运动或锻炼活动的类型，地掷球、滚木球或滚球
XE5XX,运动或锻炼活动的类型，台球、桌球或斯诺克
XE5VJ,运动或锻炼活动的类型，草地保龄球
XE8AU,运动或锻炼活动的类型，门球
XE7NG,运动或锻炼活动的类型，飞镖
XE416,运动或锻炼活动的类型，高尔夫球
XE6YY,运动或锻炼活动的类型，十柱保龄球
XE08Q,运动或体育活动类型，枪械射击
XE0HX,运动或锻炼活动的类型，bb枪或弹丸枪射击
XE1N9,运动或锻炼活动的类型，彩弹枪射击
XE7K5,运动或锻炼活动的类型，合气道
XE8AB,运动或锻炼活动的类型，拳击
XE4E3,运动或锻炼活动的类型，剑术
XE6B1,运动或锻炼活动的类型，柔道
XE0U2,运动或锻炼活动的类型，柔术
XE567,运动或锻炼活动的类型，空手道
XE8WT,运动或锻炼活动的类型，剑道
XE0Y9,运动或锻炼活动的类型，有氧搏击
XE5QV,运动或锻炼活动的类型，功夫
XE7RA,运动或锻炼活动的类型，跆拳道
XE0CG,运动或锻炼活动的类型，自由式摔跤
XE8M6,运动或锻炼活动的类型，古典式摔跤
XE4QQ,运动或锻炼活动的类型，职业摔跤-娱乐风格
XE75J,运动或锻炼活动的类型，自卫训练
XE7QE,运动或锻炼活动的类型，举重
XE6RQ,运动或锻炼活动的类型，奥运会举重
XE0N6,运动或锻炼活动的类型，力量训练或健美
XE6DF,运动或锻炼活动的类型，盛装舞步
XE75K,运动或锻炼活动的类型，耐力骑行
XE8JM,运动或锻炼活动的类型，马术比赛
XE6PK,运动或锻炼活动的类型，马球或兜网马球
XE4GZ,运动或锻炼活动的类型，小马俱乐部
XE0P4,运动或锻炼活动的类型，赛马
XE56X,运动或锻炼活动的类型，牛仔竞技
XE7X5,运动或锻炼活动的类型，超越障碍赛
XE7MC,运动或锻炼活动的类型，马术障碍赛
XE08U,运动或锻炼活动的类型，绕绳下降或绳索下降
XE5BS,运动或锻炼活动的类型，徒步旅行
XE79W,运动或锻炼活动的类型，登山
XE8WG,运动或锻炼活动的类型，定向越野比赛或团队定向赛
XE2J8,运动或锻炼活动的类型，漂流
XE6Z2,运动或锻炼活动的类型，攀岩
XE74G,运动或锻炼活动的类型，蹦极
XE7HV,运动或锻炼活动的类型，驾驶全地形车辆（AVT）
XE1R5,运动或锻炼活动的类型，摩托运动
XE26F,运动或锻炼活动的类型，汽车赛车
XE46F,运动或锻炼活动的类型，卡丁车
XE1MM,运动或锻炼活动的类型，骑电动踏板车
XE5UJ,运动或锻炼活动的类型，BMX自行车赛
XE4SS,运动或锻炼活动的类型，山地自行车赛
XE87G,运动或锻炼活动的类型，公路自行车赛
XE8U6,运动或锻炼活动的类型，场地自行车赛或室内自行车赛
XE7MG,运动或锻炼活动的类型，其他方面未特指的自行车赛
XE5V9,运动或锻炼活动的类型，滚轴溜冰/轮滑
XE2DY,运动或锻炼活动的类型，轮滑
XE1AS,运动或锻炼活动的类型，滑板运动
XE6X9,运动或锻炼活动的类型，骑踏板车
XE72X,运动或锻炼活动的类型，骑动感单车或健身脚踏车
XE78K,运动或锻炼活动的类型，旱地雪橇
XE3BK,运动或锻炼活动的类型，冬季两项-越野滑雪比赛
XE05T,运动或锻炼活动的类型，冬季两项-射击比赛
XE7ZX,运动或锻炼活动的类型，冬季两项-未特指的比赛
XE5PT,运动或锻炼活动的类型，十项全能-100米比赛
XE7ND,运动或锻炼活动的类型，十项全能-400米比赛
XE9AM,"运动或锻炼活动的类型，十项全能-1,500米比赛"
XE5C1,运动或锻炼活动的类型，十项全能-110米跨栏比赛
XE6CK,运动或锻炼活动的类型，十项全能-跳远比赛
XE331,运动或锻炼活动的类型，十项全能-跳高比赛
XE6GN,运动或锻炼活动的类型，十项全能-铅球比赛
XE11Q,运动或锻炼活动的类型，十项全能-铁饼比赛
XE37C,运动或锻炼活动的类型，十项全能-标枪比赛
XE7LJ,运动或锻炼活动的类型，十项全能-撑杆跳高比赛
XE48E,运动或锻炼活动的类型，十项全能-未特指的比赛
XE4LW,运动或锻炼活动的类型，七项全能-200米比赛
XE9EF,运动或锻炼活动的类型，七项全能-100米跨栏比赛
XE90J,运动或锻炼活动的类型，七项全能-跳高比赛
XE8WE,运动或锻炼活动的类型，七项全能-跳远比赛
XE7TG,运动或锻炼活动的类型，七项全能-标枪比赛
XE294,运动或锻炼活动的类型，七项全能-铅球比赛
XE4CW,运动或锻炼活动的类型，七项全能-800米比赛
XE1JE,运动或锻炼活动的类型，七项全能-未特指的比赛
XE3GA,运动或锻炼活动的类型，现代五项-射击比赛
XE758,运动或锻炼活动的类型，现代五项-击剑比赛
XE7GA,运动或锻炼活动的类型，现代五项-游泳比赛
XE8KQ,运动或锻炼活动的类型，现代五项-马术比赛
XE84E,运动或锻炼活动的类型，现代五项-未特指的比赛
XE2B4,运动或锻炼活动的类型，现代五项-未特指的比赛
XE2XU,运动或锻炼活动的类型，铁人三项-自行车比赛
XE0J9,运动或锻炼活动的类型，铁人三项-跑步比赛
XE8ZK,运动或锻炼活动的类型，铁人三项-游泳比赛
XE01T,运动或锻炼活动的类型，铁人三项-未特指的比赛
XE34L,运动或锻炼活动的类型，特技飞行
XE88Y,运动或锻炼活动的类型，滑翔
XE3VS,运动或锻炼活动的类型，悬挂式滑翔
XE0JU,运动或锻炼活动的类型，跳伞/高空跳伞
XE06C,运动或锻炼活动的类型，滑翔伞或帆伞运动
XE99S,运动或锻炼活动的类型，乘热气球
XE49T,运动或锻炼活动的类型，学校的体育课
XE67P,运动或锻炼活动的类型，在学校自由游戏
XE1U5,活动的阶段，特定运动或技巧练习
XE07B,活动的阶段，训练赛
XE0BT,活动的阶段，力量和体能或重量训练
XE945,活动的阶段，心肺功能训练
XE583,活动的阶段，其他未特指的训练或练习
XE8MZ,活动的阶段，赛前
XE2D1,活动的阶段，热身
XE66C,活动的阶段，比赛或参与，活动预计持续时间的前25%
XE0QY,活动的阶段，比赛或参与，活动预计持续时间的中间50%
XE2CG,活动的阶段，比赛或参与，活动预计持续时间的后25%
XE20Y,活动的阶段，比赛或参与，活动持续时间不可预估
XE4ZN,活动的阶段，比赛或参与，未特指活动的时期
XE1P9,活动的阶段，放松练习
XE2BD,活动的阶段，赛后
XE49R,活动的阶段，娱乐参与
XE0QV,活动的阶段，其他特指的活动阶段
XE8ZT,未特指的阶段活动
XE4K4,个人防护措施，不使用防护装置
XE8Z8,个人防护措施，牙套、护罩或矫形器
XE75U,个人防护措施，刚性绑带
XE9TY,个人防护措施，关节、骨突或肌肉的衬垫
XE10N,个人防护措施，热装置
XE0LS,个人防护措施，夹板
XE16J,个人防护措施，下体护身或护档
XE4RU,个人防护措施，手套
XE49L,个人防护措施，口腔防护器
XE338,个人防护措施，护目镜或防护眼镜
XE2ZG,个人防护措施，头盔
XE3RM,个人防护措施，面罩
XE7K8,个人防护措施，鞋类
XE26E,个人防护措施，救生衣
XE3U8,环境防护措施，不使用防护装置
XE0DA,环境防护措施，比赛场地表面防护垫
XE0W0,环境防护措施，含有填充物的球门柱或角标
XE8UC,环境防护措施，活动区与观众席或周围区域之间的屏障
XE0LL,环境防护措施，安全限制或车辆限制
XE7J2,经济活动，农业、捕猎业或林业
XE227,经济活动，渔业
XE45Q,经济活动，采矿、采石或萃取
XE13G,经济活动，制造业
XE6WE,经济活动，电力、天然气或供水
XE0SE,经济活动，建筑业
XE139,经济活动，批发或零售贸易
XE6J4,经济活动，修理汽车、摩托车或个人及家居物品
XE4JS,经济活动，酒店或餐馆
XE5JN,经济活动，运输、存储或通信
XE8A7,经济活动，金融中介
XE3YF,经济活动，房地产、租赁或商业活动
XE3K1,经济活动，公共管理、国防或强制性社会保障
XE54F,经济活动，提供教育
XE0G4,经济活动，保健或社会工作
XE7X1,经济活动，其他团体、社会或个人服务活动
XE2PM,经济活动，家庭服务业
XE6N7,经济活动，域外组织或机构
XE3TU,职业-立法者、高级官员、经理
XE59Y,职业-专业人员
XE558,职业-技术人员或辅助专业人员
XE17U,职业-职员、秘书
XE1CA,职业-服务人员、商店或市场销售人员
XE6TG,职业-农业或渔业技术工人
XE0VC,职业-工艺或相关行业的工人
XE37Y,职业-车间/机器操作员或装配工
XE4EE,职业-非技术工人
XE5G8,职业-武装力量
XE041,犯罪者-受害人关系，法定夫妻
XE8JN,犯罪者-受害人关系，同居伴侣
XE8GZ,犯罪者-受害人关系，非同居伴侣
XE6Q9,犯罪者-受害人关系，前配偶
XE8TC,犯罪者-受害人关系，前伴侣
XE8QX,犯罪者-受害人关系，父亲或母亲
XE9FD,犯罪者-受害人关系，继父母
XE9JY,犯罪者-受害人关系，亲兄弟姐妹
XE9RK,犯罪者-受害人关系，部分或半同胞
XE4KJ,犯罪者-受害人关系，异父母同胞
XE9S0,犯罪者-受害人关系，祖父母
XE10C,犯罪者-受害人关系，后代
XE8EU,犯罪者-受害人关系，其他血亲
XE8FS,犯罪者-受害人关系，姻亲
XE4BZ,犯罪者-受害人关系，养父母
XE670,犯罪者-受害人关系，机构照料者
XE02B,犯罪者-受害人关系，医疗服务人员
XE1X5,犯罪者-受害人关系，父亲或母亲的伴侣
XE7GT,犯罪者-受害人关系，约会对象
XE6WK,犯罪者-受害人关系，室友
XE6P9,犯罪者-受害人关系，商业关系
XE32X,犯罪者-受害人关系，邻居
XE80F,犯罪者-受害人关系，机构成员
XE5MH,犯罪者-受害人关系，其他方面未特指的朋友
XE39B,犯罪者-受害人关系，其他方面未特指的熟人
XE6AM,犯罪者-受害人关系，官方或法律权威机构，军人
XE2Z7,犯罪者-受害人关系，官方或法律权威机构，警察
XE5ZT,犯罪者-受害人关系，其他方面未特指的国家或官方权威机构
XE8PB,犯罪者-受害人关系，其他方面未特指的安保组织
XE59K,犯罪者-受害人关系，官方或法律权威机构，民政当局
XE0CA,犯罪者-受害人关系，治安小组中的陌生人
XE7XG,犯罪者-受害人关系，暴徒中的陌生人
XE2XY,犯罪者-受害人关系，其他方面未特指的陌生人
XE0H2,犯罪者-受害人关系，囚犯或被拘留者
XE3FJ,犯罪者-受害人关系，犯重罪或犯罪的人
XE388,犯罪者-受害人关系，罪行调解人
XE5YG,犯罪者性别，男性
XE56C,犯罪者性别，女性
XE9SL,犯罪者性别，未知
XE6W8,犯罪者性别，其他
XE2RR,加害的背景，关于家庭问题的争执，孩子
XE37R,加害的背景，关于家庭问题的争执，姻亲
XE1B3,加害的背景，关于家庭问题的争执，嫁妆问题
XE1F9,加害的背景，关于家庭问题的争执，家庭荣誉
XE1XB,加害的背景，关于当前恋爱关系的争执
XE3YH,加害的背景，关于终止一个恋爱关系的争执
XE6DB,加害的背景，关于性的争执
XE03X,加害的背景，关于个人持有的有关政治观点的争执
XE860,加害的背景，关于个人持有的有关宗教或精神问题观点的争执
XE1RW,加害的背景，关于个人持有的有关文化问题观点的争执
XE6YL,加害的背景，关于个人持有的有关种族或民族问题观点的争执
XE1Q8,加害的背景，关于个人持有的有关性别或性取向问题观点的争执
XE4ML,加害的背景，关于失业的争执
XE00W,加害的背景，关于与工作或事业相关的其他经济损失的争执
